Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,Air temperature [K]_roll_mean,Air temperature [K]_roll_std,Air temperature [K]_roll_var,Process temperature [K]_roll_mean,Process temperature [K]_roll_std,Process temperature [K]_roll_var,Rotational speed [rpm]_roll_mean,Rotational speed [rpm]_roll_std,Rotational speed [rpm]_roll_var,Torque [Nm]_roll_mean,Torque [Nm]_roll_std,Torque [Nm]_roll_var,Tool wear [min]_roll_mean,Tool wear [min]_roll_std,Tool wear [min]_roll_var,temp_delta,power,tool_wear_rate,torque_per_rpm,temp_wear_interaction,type_encoded,Torque [Nm]_lag1,Torque [Nm]_lag2,Torque [Nm]_lag3,Tool wear [min]_lag1,Tool wear [min]_lag2,Tool wear [min]_lag3,Rotational speed [rpm]_lag1,Rotational speed [rpm]_lag2,Rotational speed [rpm]_lag3,power_lag1,power_lag2,power_lag3,Torque [Nm]_diff1,Torque [Nm]_pct_change,Tool wear [min]_diff1,Tool wear [min]_pct_change,Rotational speed [rpm]_diff1,Rotational speed [rpm]_pct_change,power_diff1,power_pct_change
300.3,309.6,1488,41.3,172,0,300.39,0.03162277660592026,0.0010000000002679374,309.66,0.06992058990419459,0.004888888892550558,1554.1,112.85039260503326,12735.211111110148,38.38,7.980086326461525,63.6817777777782,160.5,7.633988327068631,58.27777777782012,9.300000000000011,61454.399999999994,0.1155137676292814,0.0277367360644728,53251.200000000004,1,56.9,32.3,35.5,170.0,167.0,164.0,1386.0,1685.0,1675.0,78863.4,54425.49999999999,59462.5,-15.600000000000001,-0.2741652021089631,2.0,0.0117647058823529,102.0,0.07359307359307365,-17409.0,-0.22074878841135437
300.3,309.6,1624,32.6,175,0,300.38,0.04216370213866398,0.0017777777780379775,309.64,0.05163977798444397,0.0026666666702826643,1561.6,114.94655763053603,13212.711111110142,37.75,8.18063431390123,66.92277777777824,163.0,7.902179727422725,62.4444444444907,9.300000000000011,52942.4,0.1076923076923077,0.020061538461538464,54180.00000000001,0,41.3,56.9,32.3,172.0,170.0,167.0,1488.0,1386.0,1685.0,61454.399999999994,78863.4,54425.49999999999,-8.699999999999996,-0.21065375302663425,3.0,0.01744186046511631,136.0,0.09139784946236551,-8511.999999999993,-0.1385092035720794
300.3,309.6,1600,34.6,177,0,300.37,0.04830458915657886,0.0023333333335858763,309.63,0.048304589191156565,0.0023333333369264,1553.1,107.72335968684443,11604.32222222126,38.08,7.954984461190243,63.281777777778224,165.5,7.989576542807731,63.833333333383536,9.300000000000011,55360.0,0.11055590256089944,0.021611492816989382,54799.200000000004,0,32.6,41.3,56.9,175.0,172.0,170.0,1624.0,1488.0,1386.0,52942.4,61454.399999999994,78863.4,2.0,0.06134969325153383,2.0,0.011428571428571344,-24.0,-0.014778325123152691,2417.5999999999985,0.04566472241530417
300.3,309.6,1468,44.7,179,0,300.36,0.05163977795180412,0.0026666666669116347,309.63,0.048304589191156565,0.0023333333369264,1546.3,111.0185670157081,12325.12222222127,39.1,8.097599095479568,65.5711111111115,168.0,7.902179727423227,62.44444444449862,9.300000000000011,65619.6,0.12185159972770593,0.030428863172226005,55418.4,0,34.6,32.6,41.3,177.0,175.0,172.0,1600.0,1624.0,1488.0,55360.0,52942.4,61454.399999999994,10.100000000000001,0.29190751445086716,2.0,0.011299435028248483,-132.0,-0.08250000000000002,10259.600000000006,0.18532514450867055
300.3,309.6,1435,45.4,181,0,300.35,0.05270462767173126,0.0027777777780158205,309.62,0.04216370217791595,0.0017777777813479945,1535.9,116.51366157379309,13575.433333332388,39.870000000000005,8.31291498546424,69.1045555555559,170.5,7.633988327069664,58.27777777783589,9.300000000000011,65149.0,0.12604456824512536,0.03161559888579387,56037.600000000006,0,44.7,34.6,32.6,179.0,177.0,175.0,1468.0,1600.0,1624.0,65619.6,55360.0,52942.4,0.6999999999999957,0.015659955257270708,2.0,0.011173184357541999,-33.0,-0.022479564032697574,-470.6000000000058,-0.007171637742381942
300.2,309.5,1564,33.4,183,0,300.33,0.06749485577272098,0.004555555555780406,309.6,0.04714045211650112,0.002222222225748135,1553.9,103.63123724694391,10739.433333332376,38.7,8.318386595702078,69.195555555556,172.9,7.385421074285907,54.544444444506404,9.300000000000011,52237.6,0.11693290734824281,0.02134185303514377,56638.5,1,45.4,44.7,34.6,181.0,179.0,177.0,1435.0,1468.0,1600.0,65149.0,65619.6,55360.0,-12.0,-0.26431718061674014,2.0,0.011049723756906049,129.0,0.08989547038327528,-12911.400000000001,-0.19818262751538784
300.2,309.4,1329,53.6,186,0,300.31000000000006,0.07378647873870456,0.005444444444657299,309.58000000000004,0.0788810637967376,0.006222222225704985,1525.4,122.70126323717724,15055.599999999065,41.029999999999994,8.9437812038434,79.9912222222225,175.4,7.136759301910033,50.933333333399375,9.199999999999989,71234.40000000001,0.13984962406015036,0.04030075187969925,57548.399999999994,1,33.4,45.4,44.7,183.0,181.0,179.0,1564.0,1435.0,1468.0,52237.6,65149.0,65619.6,20.200000000000003,0.6047904191616769,3.0,0.016393442622950838,-235.0,-0.15025575447570327,18996.80000000001,0.363661423955159
300.1,309.3,1570,36.8,189,0,300.28000000000003,0.09189365834831516,0.008444444444636871,309.55,0.11785113021225858,0.013888888892306729,1514.9,112.54969272873385,12667.433333332405,41.16,8.86355835241507,78.56266666666696,177.9,7.078135347679507,50.1000000000701,9.199999999999989,57775.99999999999,0.12030553787396563,0.023424570337364736,58457.700000000004,0,53.6,33.4,45.4,186.0,183.0,181.0,1329.0,1564.0,1435.0,71234.40000000001,52237.6,65149.0,-16.800000000000004,-0.31343283582089554,3.0,0.016129032258064502,241.0,0.18133935289691494,-13458.400000000016,-0.18893119054838692
300.2,309.4,1433,48.8,191,0,300.26,0.0843274042722175,0.007111111111290005,309.52000000000004,0.113529242454289,0.012888888892244736,1489.7,97.4280931422371,9492.233333332428,42.809999999999995,8.561600317697632,73.30100000000019,180.3,7.040359839293776,49.56666666674069,9.199999999999989,69930.4,0.13319386331938632,0.03403068340306834,59095.399999999994,1,36.8,53.6,33.4,189.0,186.0,183.0,1570.0,1329.0,1564.0,57775.99999999999,71234.40000000001,52237.6,12.0,0.32608695652173925,2.0,0.010582010582010692,-137.0,-0.08726114649681527,12154.400000000001,0.2103710883411798
300.2,309.4,1527,37.0,194,0,300.23999999999995,0.06992058987918699,0.004888888889053467,309.5,0.11547005385228072,0.01333333333664861,1503.8,90.72522618690869,8231.066666665742,40.82,7.112867838564778,50.59288888888918,182.7,7.227263198017022,52.23333333341124,9.199999999999989,56499.0,0.12696335078534032,0.024214659685863876,60023.6,0,48.8,36.8,53.6,191.0,189.0,186.0,1433.0,1570.0,1329.0,69930.4,57775.99999999999,71234.40000000001,-11.799999999999997,-0.24180327868852458,3.0,0.015706806282722585,94.0,0.06559665038381013,-13431.399999999994,-0.1920681134385045
300.1,309.3,1443,50.3,196,0,300.22,0.07888106377560611,0.006222222222371238,309.46999999999997,0.12516655571644952,0.01566666666991906,1499.3,92.69070431637549,8591.566666665749,41.72,7.723528266853765,59.65288888888912,185.1,7.2640668132079025,52.76666666674841,9.199999999999989,72582.9,0.13573407202216067,0.034833795013850415,60622.8,1,37.0,48.8,36.8,194.0,191.0,189.0,1527.0,1433.0,1570.0,56499.0,69930.4,57775.99999999999,13.299999999999997,0.35945945945945934,2.0,0.010309278350515427,-84.0,-0.05500982318271119,16083.899999999994,0.2846758349705303
300.1,309.3,1616,32.0,199,0,300.2,0.08164965809359716,0.0066666666668013155,309.44,0.1264911064193359,0.016000000003187756,1498.5,91.5220070681192,8376.27777777686,41.660000000000004,7.804158435660384,60.90488888888913,187.5,7.516648189192144,56.500000000085535,9.199999999999989,51712.0,0.12306740878169449,0.019789734075448363,61550.700000000004,0,50.3,37.0,48.8,196.0,194.0,191.0,1443.0,1527.0,1433.0,72582.9,56499.0,69930.4,-18.299999999999997,-0.36381709741550694,3.0,0.015306122448979664,173.0,0.11988911988911988,-20870.899999999994,-0.2875456891361463
300.1,309.3,1654,31.0,201,0,300.17999999999995,0.07888106377543155,0.0062222222223437,309.40999999999997,0.1197218999868224,0.014333333336454705,1503.9,99.4277515474269,9885.87777777685,41.3,8.237043698371956,67.84888888888915,189.9,7.622335600069659,58.100000000089295,9.199999999999989,51274.0,0.12145015105740181,0.018731117824773415,62169.3,0,32.0,50.3,37.0,199.0,196.0,194.0,1616.0,1443.0,1527.0,51712.0,72582.9,56499.0,-1.0,-0.03125,2.0,0.01005025125628145,38.0,0.023514851485148425,-438.0,-0.008469987623762387
300.1,309.3,1685,27.1,203,0,300.16,0.06992058987878502,0.004888888888997255,309.38,0.10327955591364583,0.010666666669719898,1525.6,113.41781165231073,12863.599999999033,39.54,9.248086889249661,85.52711111111148,192.3,7.587270040453271,57.56666666675978,9.199999999999989,45663.5,0.12040332147093713,0.016073546856465008,62787.9,0,31.0,32.0,50.3,201.0,199.0,196.0,1654.0,1616.0,1443.0,51274.0,51712.0,72582.9,-3.8999999999999986,-0.12580645161290316,2.0,0.00995024875621886,31.0,0.018742442563482564,-5610.5,-0.10942192924289118
300.2,309.4,1456,48.8,205,0,300.15,0.05270462767044153,0.0027777777778798716,309.36,0.069920589899507,0.004888888891895041,1527.7,111.73584921590309,12484.89999999903,39.88,9.545190761146003,91.110666666667,194.7,7.409453421143626,54.90000000009698,9.199999999999989,71052.8,0.14070006863417983,0.03349347975291695,63426.99999999999,1,27.1,31.0,32.0,203.0,201.0,199.0,1685.0,1654.0,1616.0,45663.5,51274.0,51712.0,21.699999999999996,0.8007380073800736,2.0,0.009852216748768461,-229.0,-0.13590504451038576,25389.300000000003,0.5560086283355417
300.2,309.4,1752,27.8,208,0,300.15,0.05270462767044153,0.0027777777778798716,309.35,0.0527046276977769,0.002777777780761272,1546.5,132.42293356262851,17535.833333332328,39.32,10.114873536859818,102.31066666666705,197.2,7.238784428348517,52.400000000100974,9.199999999999989,48705.6,0.11865373645179692,0.015858528237307472,64355.2,1,48.8,27.1,31.0,205.0,203.0,201.0,1456.0,1685.0,1654.0,71052.8,45663.5,51274.0,-20.999999999999996,-0.430327868852459,3.0,0.014634146341463428,296.0,0.20329670329670324,-22347.200000000004,-0.31451540263015676
300.1,309.2,1438,51.0,211,0,300.14000000000004,0.051639777950366096,0.0026666666667631168,309.33000000000004,0.06749485579281965,0.004555555558493521,1557.4,115.9982758492512,13455.599999998974,39.06,9.733242008704007,94.7360000000004,199.7,7.257945837348387,52.67777777788279,9.099999999999966,73338.0,0.14662960389159138,0.035441278665740095,65241.2,1,27.8,48.8,27.1,208.0,205.0,203.0,1752.0,1456.0,1685.0,48705.6,71052.8,45663.5,23.2,0.8345323741007193,3.0,0.014423076923076872,-314.0,-0.17922374429223742,24632.4,0.5057406129890609
300.1,309.1,1551,33.7,214,0,300.14,0.051639777950366096,0.0026666666667631168,309.31,0.09944289261571225,0.009888888891780079,1555.5,115.92454442437537,13438.49999999898,38.75,9.861738634180552,97.25388888888932,202.2,7.465476095564324,55.733333333442346,9.0,52268.700000000004,0.13788659793814434,0.0217139175257732,66147.40000000001,0,51.0,27.8,48.8,211.0,208.0,205.0,1438.0,1752.0,1456.0,73338.0,48705.6,71052.8,-17.299999999999997,-0.3392156862745097,3.0,0.014218009478673022,113.0,0.07858136300417251,-21069.299999999996,-0.287290354250184
300.1,309.2,1599,30.1,216,0,300.13,0.04830458915490557,0.0023333333334242205,309.28999999999996,0.09944289261548964,0.009888888891735803,1572.1,108.05189082616766,11675.211111110055,36.88,9.511022844865641,90.45955555555612,204.7,7.484057129072717,56.01111111122415,9.099999999999966,48129.9,0.135,0.0188125,66787.2,0,33.7,51.0,27.8,214.0,211.0,208.0,1551.0,1438.0,1752.0,52268.700000000004,73338.0,48705.6,-3.6000000000000014,-0.10682492581602376,2.0,0.009345794392523255,48.0,0.030947775628626717,-4138.800000000003,-0.07918314402309612
300.1,309.2,1732,33.7,218,0,300.12,0.04216370213659793,0.0017777777778637527,309.27000000000004,0.0948683298198289,0.009000000002803836,1592.6,117.57191652582028,13823.155555554453,36.55,9.563501218463673,91.46055555555614,207.1,7.519604008494152,56.54444444456132,9.099999999999966,58368.4,0.1257934218118869,0.01944604731679169,67405.59999999999,1,30.1,33.7,51.0,216.0,214.0,211.0,1599.0,1551.0,1438.0,48129.9,52268.700000000004,73338.0,3.6000000000000014,0.1196013289036546,2.0,0.0092592592592593,133.0,0.08317698561601006,10238.5,0.21272639253353942
300.1,309.2,1418,39.8,221,0,300.12,0.04216370213659793,0.0017777777778637527,309.26,0.09660917832232829,0.009333333336115426,1590.1,121.31268139261275,14716.76666666557,35.5,8.390603209675863,70.40222222222289,209.6,7.5748120622163695,57.377777777898615,9.099999999999966,56436.399999999994,0.15574348132487667,0.028047921071176884,68333.2,1,33.7,30.1,33.7,218.0,216.0,214.0,1732.0,1599.0,1551.0,58368.4,48129.9,52268.700000000004,6.099999999999994,0.18100890207715126,3.0,0.013761467889908285,-314.0,-0.18129330254041576,-1932.0000000000073,-0.03310010211004599
300.0,309.1,1401,44.5,0,0,300.11,0.05676462122047071,0.0032222222223035136,309.23999999999995,0.10749676999004375,0.011555555558292371,1568.6,134.54301253584734,18101.822222221173,36.75,8.73527332142507,76.30500000000058,189.7,66.97935005158995,4486.233333333422,9.100000000000023,62344.5,0.0,0.03174037089871612,0.0,0,39.8,33.7,30.1,221.0,218.0,216.0,1418.0,1732.0,1599.0,56436.399999999994,58368.4,48129.9,4.700000000000003,0.11809045226130666,-221.0,-1.0,-17.0,-0.011988716502115637,5908.100000000006,0.10468598280542363
300.0,309.2,1635,32.4,4,0,300.09,0.07378647873775236,0.005444444444516781,309.2,0.12472191290307948,0.015555555558203343,1543.6,130.54007473228333,17040.71111111012,39.35,9.039327654446698,81.70944444444484,149.9,102.16919518350171,10438.54444444447,9.199999999999989,52974.0,0.0024449877750611247,0.01980440097799511,1236.8,1,51.7,44.5,39.8,2.0,0.0,221.0,1454.0,1401.0,1418.0,75171.8,62344.5,56436.399999999994,-19.300000000000004,-0.3733075435203096,2.0,1.0,181.0,0.12448418156808794,-22197.800000000003,-0.29529424598054055
300.0,309.1,1489,40.3,7,0,300.07,0.06749485577152936,0.00455555555561955,309.16999999999996,0.10593499055932645,0.011222222224804585,1546.9,128.48039193242724,16507.21111111011,38.5,8.431159140026056,71.0844444444449,130.1,109.24534060748054,11934.544444444437,9.100000000000023,60006.7,0.004697986577181208,0.02704697986577181,2163.7000000000003,0,32.4,51.7,44.5,4.0,2.0,0.0,1635.0,1454.0,1401.0,52974.0,75171.8,62344.5,7.899999999999999,0.24382716049382713,3.0,0.75,-146.0,-0.08929663608562688,7032.699999999997,0.13275757918979125
300.0,309.1,1465,40.6,9,0,300.05,0.052704627670012306,0.002777777777834627,309.14,0.06992058989599899,0.0048888888914044755,1518.2,107.99670776874615,11663.288888887953,39.78,7.552012241044717,57.03288888888925,110.2,111.57837305380149,12449.733333333294,9.100000000000023,59479.0,0.006139154160982265,0.027694406548431107,2781.9,0,40.3,32.4,51.7,7.0,4.0,2.0,1489.0,1635.0,1454.0,60006.7,52974.0,75171.8,0.30000000000000426,0.007444168734491496,2.0,0.2857142857142858,-24.0,-0.016118200134318306,-527.6999999999971,-0.008794018001323178
300.0,309.1,1463,45.7,11,0,300.03999999999996,0.05163977794994481,0.002666666666719606,309.13,0.06749485578952082,0.004555555558048211,1520.7,106.20844285334566,11280.233333332391,39.25,6.828412862607432,46.62722222222262,90.2,109.40627648052583,11969.73333333326,9.100000000000023,66859.1,0.007513661202185792,0.031215846994535522,3400.1000000000004,1,40.6,40.3,32.4,9.0,7.0,4.0,1465.0,1489.0,1635.0,59479.0,60006.7,52974.0,5.100000000000001,0.12561576354679804,2.0,0.22222222222222232,-2.0,-0.0013651877133106227,7380.100000000006,0.12407908673649537
300.1,309.1,1560,35.4,14,0,300.04,0.05163977794994481,0.002666666666719606,309.13,0.06749485578952082,0.004555555558048211,1521.6,106.53137253097037,11348.93333333239,39.42,6.694740887857868,44.819555555555944,70.2,102.31085529459232,10467.511111111007,9.0,55224.0,0.008968609865470852,0.022677770659833438,4327.400000000001,2,45.7,40.6,40.3,11.0,9.0,7.0,1463.0,1465.0,1489.0,66859.1,59479.0,60006.7,-10.300000000000004,-0.225382932166302,3.0,0.2727272727272727,97.0,0.06630211893369786,-11635.100000000006,-0.17402417920671986
300.1,309.2,1454,44.4,19,0,300.04,0.05163977794994481,0.002666666666719606,309.13,0.06749485578952082,0.004555555558048211,1507.1,104.67775949709865,10957.433333332425,40.85,5.970901662786532,35.651666666666976,50.5,89.25027233073844,7965.611111110977,9.099999999999966,64557.6,0.013058419243986255,0.030515463917525774,5874.8,1,35.4,45.7,40.6,14.0,11.0,9.0,1560.0,1463.0,1465.0,55224.0,66859.1,59479.0,9.0,0.2542372881355932,5.0,0.3571428571428572,-106.0,-0.06794871794871793,9333.599999999999,0.16901347240330278
300.2,309.1,1479,47.0,22,0,300.05,0.07071067811904716,0.005000000000055496,309.12,0.06324555322289312,0.004000000002469806,1481.8,68.65825191158528,4713.955555554703,42.18,5.675248403765662,32.208444444444694,30.9,67.16885852502921,4511.65555555539,8.900000000000034,69513.0,0.014864864864864866,0.03175675675675676,6800.200000000001,0,44.4,35.4,45.7,19.0,14.0,11.0,1454.0,1560.0,1463.0,64557.6,55224.0,66859.1,2.6000000000000014,0.05855855855855863,3.0,0.1578947368421053,25.0,0.01719394773039884,4955.4000000000015,0.0767593590839808
300.2,309.2,1430,43.4,24,0,300.06,0.08432740427150484,0.007111111111169813,309.12,0.06324555322289312,0.004000000002469806,1483.0,67.51460747291188,4558.222222221368,42.54,5.621427260442376,31.600444444444676,11.2,8.390470785349397,70.39999999980172,9.0,62062.0,0.016771488469601678,0.030328441649196364,7420.799999999999,0,47.0,44.4,35.4,22.0,19.0,14.0,1479.0,1454.0,1560.0,69513.0,64557.6,55224.0,-3.6000000000000014,-0.07659574468085106,2.0,0.09090909090909083,-49.0,-0.03313049357674103,-7451.0,-0.10718858343043747
300.1,309.1,1533,38.0,26,0,300.07000000000005,0.0823272602352361,0.006777777777840286,309.12,0.06324555322289312,0.004000000002469806,1496.2,62.412249509915924,3895.288888888,41.89,5.744069405337438,32.99433333333359,13.8,8.560892995984403,73.28888888869481,9.0,58254.0,0.01694915254237288,0.024771838331160364,8036.6,1,43.4,47.0,44.4,24.0,22.0,19.0,1430.0,1479.0,1454.0,62062.0,69513.0,64557.6,-5.399999999999999,-0.12442396313364057,2.0,0.08333333333333326,103.0,0.07202797202797195,-3808.0,-0.06135799684186782
300.1,309.0,1404,54.8,29,0,300.08,0.07888106377508516,0.006222222222289053,309.12,0.06324555322289312,0.004000000002469806,1491.2,67.92773938367817,4614.177777776903,42.2,6.380700066084721,40.71333333333356,16.5,8.682677518409813,75.38888888869919,8.899999999999977,76939.2,0.020640569395017794,0.03900355871886121,8961.0,0,38.0,43.4,47.0,26.0,24.0,22.0,1533.0,1430.0,1479.0,58254.0,62062.0,69513.0,16.799999999999997,0.44210526315789456,3.0,0.11538461538461542,-129.0,-0.08414872798434447,18685.199999999997,0.32075393964362964
300.1,308.9,1548,38.4,31,0,300.09000000000003,0.073786478737744,0.005444444444515546,309.09000000000003,0.08755950359082232,0.0076666666690712254,1482.5,50.90132065520101,2590.944444443593,42.8,5.589871793401604,31.246666666666858,19.2,8.560892995984913,73.28888888870355,8.799999999999955,59443.2,0.020012911555842477,0.024790187217559715,9575.9,1,54.8,38.0,43.4,29.0,26.0,24.0,1404.0,1533.0,1430.0,76939.2,58254.0,62062.0,-16.4,-0.2992700729927007,2.0,0.06896551724137923,144.0,0.10256410256410264,-17496.0,-0.227400336889388
300.1,309.0,1612,33.0,34,0,300.1,0.06666666666723156,0.004444444444519764,309.08000000000004,0.09189365836023068,0.008444444446826795,1494.8,65.43325691962941,4281.511111110231,42.07,6.374262484572034,40.63122222222243,21.9,8.543353491967187,72.98888888870792,8.899999999999977,53196.0,0.021078735275883446,0.02045877247365158,10506.0,1,38.4,54.8,38.0,31.0,29.0,26.0,1548.0,1404.0,1533.0,59443.2,76939.2,58254.0,-5.399999999999999,-0.140625,3.0,0.09677419354838701,64.0,0.04134366925064592,-6247.199999999997,-0.10509528423772607
300.2,309.0,1642,31.2,37,0,300.12,0.06324555320403867,0.004000000000084887,309.07000000000005,0.09486832981749314,0.00900000000236066,1512.5,79.00808678721982,6242.27777777686,41.13,7.248302483263866,52.53788888888913,24.7,8.433399209218413,71.12222222204576,8.800000000000011,51230.4,0.02251978088861838,0.01898965307364577,11433.0,1,33.0,38.4,54.8,34.0,31.0,29.0,1612.0,1548.0,1404.0,53196.0,59443.2,76939.2,-1.8000000000000007,-0.054545454545454564,3.0,0.08823529411764697,30.0,0.018610421836228186,-1965.5999999999985,-0.036950146627565905
300.2,309.1,1406,42.2,40,0,300.14,0.05163977795034734,0.002666666666761179,309.07,0.09486832981749314,0.00900000000236066,1506.8,84.81849903044069,7194.177777776869,40.78,7.085791730247559,50.208444444444694,27.6,8.181279443532139,66.93333333316156,8.900000000000034,59333.200000000004,0.028429282160625444,0.029992892679459846,12364.0,1,31.2,33.0,38.4,37.0,34.0,31.0,1642.0,1612.0,1548.0,51230.4,53196.0,59443.2,11.000000000000004,0.35256410256410264,3.0,0.08108108108108114,-236.0,-0.14372716199756397,8102.800000000003,0.15816390268278213
300.3,309.2,1587,31.4,43,0,300.15999999999997,0.06992058987877117,0.0048888888889953176,309.08000000000004,0.10327955591039609,0.010666666669048632,1509.5,87.09924097130161,7586.277777776864,40.379999999999995,7.52267682854095,56.590666666666934,30.5,7.961713941653631,63.388888888721795,8.899999999999977,49831.799999999996,0.02707808564231738,0.01977329974811083,13295.6,0,42.2,31.2,33.0,40.0,37.0,34.0,1406.0,1642.0,1612.0,59333.200000000004,51230.4,53196.0,-10.800000000000004,-0.25592417061611383,3.0,0.07499999999999996,181.0,0.12873399715504985,-9501.400000000009,-0.16013631491306735
300.3,309.2,1364,47.6,45,0,300.18,0.07888106377540673,0.006222222222339783,309.08000000000004,0.10327955591039609,0.010666666669048632,1500.5,97.50014245003379,9506.277777776882,40.7,7.776460205860607,60.4733333333336,33.1,8.033955715852654,64.54444444428152,8.899999999999977,64926.4,0.03296703296703297,0.03487179487179487,13914.0,1,31.4,42.2,31.2,43.0,40.0,37.0,1587.0,1406.0,1642.0,49831.799999999996,59333.200000000004,51230.4,16.200000000000003,0.515923566878981,2.0,0.04651162790697683,-223.0,-0.14051669817265278,15094.600000000006,0.3029109925790361
300.3,309.2,1462,51.4,48,0,300.19,0.08755950357779396,0.007666666666789713,309.09,0.11005049347238051,0.012111111113514464,1498.8,98.06324489837723,9616.399999999108,41.14,8.280660199122627,68.56933333333357,35.7,8.246884933776654,68.01111111095237,8.899999999999977,75146.8,0.032809295967190705,0.03513328776486671,14841.599999999999,0,47.6,31.4,42.2,45.0,43.0,40.0,1364.0,1587.0,1406.0,64926.4,49831.799999999996,59333.200000000004,3.799999999999997,0.07983193277310918,3.0,0.06666666666666665,98.0,0.07184750733137824,10220.400000000001,0.1574151654796816
300.3,309.2,1649,32.4,50,0,300.2,0.0942809041588877,0.008888888889017366,309.09000000000003,0.11005049347238051,0.012111111113514464,1520.7,105.18665948366454,11064.233333332397,40.04,8.668615165578016,75.14488888888918,38.3,8.246884933776906,68.01111111095653,8.899999999999977,53427.6,0.030303030303030304,0.019636363636363636,15460.0,0,51.4,47.6,31.4,48.0,45.0,43.0,1462.0,1364.0,1587.0,75146.8,64926.4,49831.799999999996,-19.0,-0.36964980544747084,2.0,0.04166666666666674,187.0,0.12790697674418605,-21719.200000000004,-0.28902361777214736
300.4,309.2,1752,29.0,52,0,300.23,0.10593499054782353,0.01122222222236746,309.1,0.1154700538484274,0.013333333335758724,1542.6,128.29237441614504,16458.933333332345,39.14,9.344778696624614,87.32488888888922,40.9,8.03395571585343,64.54444444429402,8.800000000000011,50808.0,0.02966343411294923,0.01654306902452938,16078.4,0,32.4,51.4,47.6,50.0,48.0,45.0,1649.0,1462.0,1364.0,53427.6,75146.8,64926.4,-3.3999999999999986,-0.10493827160493818,2.0,0.040000000000000036,103.0,0.0624620982413584,-2619.5999999999985,-0.04903083799384589
300.4,309.3,1396,51.2,54,0,300.26000000000005,0.10749676997807699,0.011555555555719592,309.13,0.12516655571341093,0.015666666669158398,1541.8,129.27386949160433,16711.73333333235,38.78,8.723123803368221,76.09288888888925,43.4,7.805980613170065,60.9333333331869,8.900000000000034,71475.2,0.03865425912670007,0.03664996420901933,16702.2,2,29.0,32.4,51.4,52.0,50.0,48.0,1752.0,1649.0,1462.0,50808.0,53427.6,75146.8,22.200000000000003,0.7655172413793105,2.0,0.03846153846153855,-356.0,-0.20319634703196343,20667.199999999997,0.4067705873090852
300.5,309.4,2179,16.3,59,0,300.3,0.11547005383875965,0.013333333333526053,309.17999999999995,0.12292725944113277,0.015111111113707566,1604.9,239.5771506448601,57397.21111110999,36.57000000000001,11.26055554185101,126.80011111111152,46.2,7.8852886933603035,62.17777777763584,8.899999999999977,35517.700000000004,0.02706422018348624,0.007477064220183486,18254.6,1,51.2,29.0,32.4,54.0,52.0,50.0,1396.0,1752.0,1649.0,71475.2,50808.0,53427.6,-34.900000000000006,-0.681640625,5.0,0.09259259259259256,783.0,0.5608882521489971,-35957.49999999999,-0.5030765916010027
300.5,309.5,1653,27.6,62,0,300.34,0.10749676997835025,0.011555555555778344,309.22999999999996,0.1418136492507578,0.020111111113816957,1609.0,240.0624918640954,57629.999999998865,36.03,11.57584170205828,134.00011111111155,49.0,8.041558721201334,64.66666666652922,9.0,45622.8,0.037484885126964934,0.016686819830713424,19189.0,0,16.3,51.2,29.0,59.0,54.0,52.0,2179.0,1396.0,1752.0,35517.700000000004,71475.2,50808.0,11.3,0.6932515337423313,3.0,0.05084745762711873,-526.0,-0.24139513538320334,10105.099999999999,0.28450885051678454
300.6,309.5,2025,21.4,64,0,300.38,0.12292725943159061,0.015111111111361581,309.28,0.1398411797660908,0.01955555555837213,1647.3,274.0575973525738,75107.56666666546,35.05,12.414619518043162,154.12277777777823,51.7,8.097324661055254,65.56666666653358,8.899999999999977,43335.0,0.0315893385982231,0.010562685093780848,19808.0,0,27.6,16.3,51.2,62.0,59.0,54.0,1653.0,2179.0,1396.0,45622.8,35517.700000000004,71475.2,-6.200000000000003,-0.2246376811594204,2.0,0.032258064516129004,372.0,0.22504537205081676,-2287.800000000003,-0.050145979641758154
300.6,309.6,1426,53.6,66,0,300.42,0.12292725943169286,0.01511111111138672,309.33000000000004,0.15670212365659128,0.024555555558485626,1649.3,272.16745254019816,74075.12222222102,36.19,13.610000408196596,185.23211111111152,54.3,8.097324661055513,65.56666666653778,9.0,76433.6,0.046250875963559916,0.037561317449194116,20433.600000000002,0,21.4,27.6,16.3,64.0,62.0,59.0,2025.0,1653.0,2179.0,43335.0,45622.8,35517.700000000004,32.2,1.504672897196262,2.0,0.03125,-599.0,-0.29580246913580244,33098.600000000006,0.7637844698280836
300.6,309.6,1503,38.4,68,0,300.45,0.12692955176555476,0.016111111111404647,309.37,0.17029386366812407,0.02900000000301763,1640.9,275.5787647035859,75943.65555555436,36.89,13.515953536469427,182.68100000000038,56.8,8.080154013925975,65.28888888876405,9.0,57715.2,0.04521276595744681,0.02553191489361702,21052.800000000003,1,53.6,21.4,27.6,66.0,64.0,62.0,1426.0,2025.0,1653.0,76433.6,43335.0,45622.8,-15.200000000000003,-0.28358208955223885,2.0,0.030303030303030276,77.0,0.05399719495091171,-18718.40000000001,-0.24489753197546638
